id,dream_world_front_default,dream_world_front_female,home_front_default,home_front_female,home_front_shiny,home_front_shiny_female,official_artwork_front_default,official_artwork_front_shiny,showdown_back_default,showdown_back_female,showdown_back_shiny,showdown_back_shiny_female,showdown_front_default,showdown_front_female,showdown_front_shiny,showdown_front_shiny_female
208,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/208.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/208.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/208.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/208.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/208.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/208.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/208.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/208.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/208.gif
209,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/209.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/209.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/209.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/209.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/209.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/209.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/209.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/209.gif,
210,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/210.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/210.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/210.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/210.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/210.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/210.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/210.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/210.gif,
211,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/211.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/211.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/211.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/211.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/211.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/211.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/211.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/211.gif,
212,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/212.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/212.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/212.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/212.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/212.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/212.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/212.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/212.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/212.gif
213,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/213.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/213.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/213.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/213.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/213.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/213.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/213.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/213.gif,
214,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/214.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/214.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/214.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/214.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/214.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/214.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/214.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/214.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/214.gif
215,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/215.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/215.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/215.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/215.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/215.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/215.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/215.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/215.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/215.gif
216,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/216.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/216.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/216.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/216.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/216.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/216.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/216.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/216.gif,
217,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/217.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/217.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/217.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/217.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/217.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/217.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/217.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/217.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/217.gif
218,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/218.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/218.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/218.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/218.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/218.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/218.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/218.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/218.gif,
219,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/219.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/219.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/219.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/219.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/219.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/219.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/219.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/219.gif,
220,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/220.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/220.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/220.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/220.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/220.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/220.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/220.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/220.gif,
221,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/221.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/221.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/221.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/221.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/221.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/221.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/221.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/221.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/221.gif
222,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/222.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/222.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/222.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/222.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/222.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/222.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/222.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/222.gif,
223,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/223.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/223.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/223.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/223.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/223.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/223.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/223.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/223.gif,
224,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/224.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/224.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/224.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/224.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/224.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/224.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/224.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/224.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/224.gif
225,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/225.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/225.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/225.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/225.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/225.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/225.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/225.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/225.gif,
226,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/226.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/226.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/226.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/226.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/226.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/226.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/226.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/226.gif,
227,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/227.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/227.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/227.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/227.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/227.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/227.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/227.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/227.gif,
228,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/228.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/228.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/228.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/228.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/228.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/228.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/228.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/228.gif,
229,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/229.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/229.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/229.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/229.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/229.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/229.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/229.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/229.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/229.gif
230,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/230.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/230.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/230.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/230.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/230.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/230.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/230.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/230.gif,
231,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/231.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/231.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/231.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/231.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/231.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/231.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/231.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/231.gif,
232,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/dream-world/232.svg,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/female/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/shiny/female/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/232.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/232.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/female/232.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/back/shiny/232.gif,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/232.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/female/232.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/232.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/shiny/female/232.gif
