id,name,height,weight,base_experience,base_happiness,egg_group,habitat,gender,growth_rate,is_legendary,is_mythical,shape,stats,types,abilities,flavour_text,evolution_chain,genre,sprites_id,generation
153,bayleef,12,158,142,70,"[""monster"",""plant""]",grassland,,medium-slow,false,false,quadruped,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":62},{""name"":""defense"",""baseStat"":80},{""name"":""special-attack"",""baseStat"":63},{""name"":""special-defense"",""baseStat"":80},{""name"":""speed"",""baseStat"":60}]","[{""name"":""grass""}]","[{""name"":""overgrow"",""isHidden"":false},{""name"":""leaf-guard"",""isHidden"":true}]","[""The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight."",""A spicy aroma ema­ nates from around its neck. The aroma acts as a stimulant to re­ store health."",""The scent that wafts from the leaves on its neck causes anyone who smells it to become energetic."",""BAYLEEF’s neck is ringed by curled-up leaves. Inside each tubular leaf is a small shoot of a tree. The fragrance of this shoot makes people peppy."",""The buds that ring its neck give off a spicy aroma that perks people up.""]",79,Leaf Pokémon,153,Generation II
154,meganium,18,1005,236,70,"[""monster"",""plant""]",grassland,,medium-slow,false,false,quadruped,"[{""name"":""hp"",""baseStat"":80},{""name"":""attack"",""baseStat"":82},{""name"":""defense"",""baseStat"":100},{""name"":""special-attack"",""baseStat"":83},{""name"":""special-defense"",""baseStat"":100},{""name"":""speed"",""baseStat"":80}]","[{""name"":""grass""}]","[{""name"":""overgrow"",""isHidden"":false},{""name"":""leaf-guard"",""isHidden"":true}]","[""The aroma that rises from its petals contains a substance that calms aggressive feelings."",""MEGANIUM's breath has the power to revive dead grass and plants. It can make them healthy again."",""Anyone who stands beside it becomes refreshed, just as if they were relaxing in a sunny forest."",""The fragrance of MEGANIUM’s flower soothes and calms emotions. In battle, this POKéMON gives off more of its becalming scent to blunt the foe’s fighting spirit."",""Its breath has the fantastic ability to revive dead plants and flowers.""]",79,Herb Pokémon,154,Generation II
155,cyndaquil,5,79,62,70,"[""ground""]",grassland,,medium-slow,false,false,humanoid,"[{""name"":""hp"",""baseStat"":39},{""name"":""attack"",""baseStat"":52},{""name"":""defense"",""baseStat"":43},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":50},{""name"":""speed"",""baseStat"":65}]","[{""name"":""fire""}]","[{""name"":""blaze"",""isHidden"":false},{""name"":""flash-fire"",""isHidden"":true}]","[""It has a timid nature. If it is startled, the flames on its back burn more vigorously."",""It is timid, and always curls it­ self up in a ball. If attacked, it flares up its back for protection."",""It usually stays hunched over. If it is angry or surprised, it shoots flames out of its back."",""The fire that spouts from its back burns hottest when it is angry. The flaring flames intimidate foes."",""CYNDAQUIL protects itself by flaring up the flames on its back. The flames are vigorous if the POKéMON is angry. However, if it is tired, the flames splutter fitfully with incomplete combustion."",""It flares flames from its back to protect itself. The fire burns vigorously if the POKéMON is angry. When it is tired, it sputters with incomplete combustion."",""Hails from the Johto region. Though usually curled into a ball due to its timid disposition, it harbors tremendous firepower.""]",80,Fire Mouse Pokémon,155,Generation II
156,quilava,9,190,142,70,"[""ground""]",grassland,,medium-slow,false,false,quadruped,"[{""name"":""hp"",""baseStat"":58},{""name"":""attack"",""baseStat"":64},{""name"":""defense"",""baseStat"":58},{""name"":""special-attack"",""baseStat"":80},{""name"":""special-defense"",""baseStat"":65},{""name"":""speed"",""baseStat"":80}]","[{""name"":""fire""}]","[{""name"":""blaze"",""isHidden"":false},{""name"":""flash-fire"",""isHidden"":true}]","[""Be careful if it turns its back during battle. It means that it will attack with the fire on its back."",""This POKéMON is fully covered by nonflammable fur. It can withstand any kind of fire attack."",""Before battle, it turns its back on its opponent to demonstrate how ferociously its fire blazes."",""QUILAVA keeps its foes at bay with the intensity of its flames and gusts of superheated air. This POKéMON applies its outstanding nimbleness to dodge attacks even while scorching the foe with flames."",""It intimidates foes with intense gusts of flames and superheated air. Its quick nimbleness lets it dodge attacks even while scorching an enemy."",""It intimidates foes with the heat of its flames. The fire burns more strongly when it readies to fight."",""This creature's fur is most mysterious—it is wholly impervious to the burning touch of flame. Should Quilava turn its back to you, take heed! Such a posture indicates a forthcoming attack.""]",80,Volcano Pokémon,156,Generation II
157,typhlosion,17,795,240,70,"[""ground""]",grassland,,medium-slow,false,false,quadruped,"[{""name"":""hp"",""baseStat"":78},{""name"":""attack"",""baseStat"":84},{""name"":""defense"",""baseStat"":78},{""name"":""special-attack"",""baseStat"":109},{""name"":""special-defense"",""baseStat"":85},{""name"":""speed"",""baseStat"":100}]","[{""name"":""fire""}]","[{""name"":""blaze"",""isHidden"":false},{""name"":""flash-fire"",""isHidden"":true}]","[""If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames."",""It has a secret, devastating move. It rubs its blaz­ ing fur together to cause huge explosions."",""When heat from its body causes the air around it to shimmer, this is a sign that it is ready to battle."",""TYPHLOSION obscures itself behind a shimmering heat haze that it creates using its intensely hot flames. This POKéMON creates blazing explosive blasts that burn everything to cinders."",""It attacks using blasts of fire. It creates heat shimmers with intense fire to hide itself."",""Said to purify lost, forsaken souls with its flames and guide them to the afterlife. I believe its form has been influenced by the energy of the sacred mountain towering at Hisui's center.""]",80,Volcano Pokémon,157,Generation II
158,totodile,6,95,63,70,"[""monster"",""water1""]",waters-edge,,medium-slow,false,false,upright,"[{""name"":""hp"",""baseStat"":50},{""name"":""attack"",""baseStat"":65},{""name"":""defense"",""baseStat"":64},{""name"":""special-attack"",""baseStat"":44},{""name"":""special-defense"",""baseStat"":48},{""name"":""speed"",""baseStat"":43}]","[{""name"":""water""}]","[{""name"":""torrent"",""isHidden"":false},{""name"":""sheer-force"",""isHidden"":true}]","[""Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful."",""It is small but rough and tough. It won't hesitate to take a bite out of anything that moves."",""This rough critter chomps at any moving object it sees. Turning your back on it is not recommended."",""Despite the smallness of its body, TOTODILE’s jaws are very powerful. While the POKéMON may think it is just playfully nipping, its bite has enough power to cause serious injury."",""It has the habit of biting anything with its developed jaws. Even its Trainer needs to be careful.""]",81,Big Jaw Pokémon,158,Generation II
159,croconaw,11,250,142,70,"[""monster"",""water1""]",waters-edge,,medium-slow,false,false,upright,"[{""name"":""hp"",""baseStat"":65},{""name"":""attack"",""baseStat"":80},{""name"":""defense"",""baseStat"":80},{""name"":""special-attack"",""baseStat"":59},{""name"":""special-defense"",""baseStat"":63},{""name"":""speed"",""baseStat"":58}]","[{""name"":""water""}]","[{""name"":""torrent"",""isHidden"":false},{""name"":""sheer-force"",""isHidden"":true}]","[""If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth."",""It opens its huge jaws wide when attacking. If it loses any fangs while biting, they grow back in."",""The tips of its fangs are slanted backward. Once those fangs clamp down, the prey has no hope of escape."",""Once CROCONAW has clamped its jaws on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like barbed fishhooks, they become impossible to remove when they have sunk in."",""Once its jaws clamp down on its foe, it will absolutely not let go. Because the tips of its fangs are forked back like fishhooks, they become irremovably embedded."",""Once it bites down, it won’t let go until it loses its fangs. New fangs quickly grow into place.""]",81,Big Jaw Pokémon,159,Generation II
160,feraligatr,23,888,239,70,"[""monster"",""water1""]",waters-edge,,medium-slow,false,false,upright,"[{""name"":""hp"",""baseStat"":85},{""name"":""attack"",""baseStat"":105},{""name"":""defense"",""baseStat"":100},{""name"":""special-attack"",""baseStat"":79},{""name"":""special-defense"",""baseStat"":83},{""name"":""speed"",""baseStat"":78}]","[{""name"":""water""}]","[{""name"":""torrent"",""isHidden"":false},{""name"":""sheer-force"",""isHidden"":true}]","[""When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up."",""It is hard for it to support its own weight out of water, so it gets down on all fours. But it moves fast."",""Although it has a massive body, its powerful hind legs enable it to move quickly, even on the ground."",""FERALIGATR intimidates its foes by opening its huge mouth. In battle, it will kick the ground hard with its thick and powerful hind legs to charge at the foe at an incredible speed."",""It opens its huge mouth to intimidate enemies. In battle, it runs using its thick and powerful hind legs to charge the foe with incredible speed."",""It usually moves slowly, but it goes at blinding speed when it attacks and bites prey.""]",81,Big Jaw Pokémon,160,Generation II
161,sentret,8,60,43,70,"[""ground""]",grassland,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":35},{""name"":""attack"",""baseStat"":46},{""name"":""defense"",""baseStat"":34},{""name"":""special-attack"",""baseStat"":35},{""name"":""special-defense"",""baseStat"":45},{""name"":""speed"",""baseStat"":20}]","[{""name"":""normal""}]","[{""name"":""run-away"",""isHidden"":false},{""name"":""keen-eye"",""isHidden"":false},{""name"":""frisk"",""isHidden"":true}]","[""A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings."",""It stands on its tail so it can see a long way. If it spots an enemy, it cries loudly to warn its kind."",""When acting as a lookout, it warns others of danger by screeching and hitting the ground with its tail."",""When SENTRET sleeps, it does so while another stands guard. The sentry wakes the others at the first sign of danger. When this POKéMON becomes separated from its pack, it becomes incapable of sleep due to fear."",""They take turns standing guard when it is time to sleep. The sentry awakens the others if it senses danger. If one becomes separated, it turns sleepless with fear."",""It has a very nervous nature. It stands up high on its tail so it can scan wide areas.""]",82,Scout Pokémon,161,Generation II
162,furret,18,325,145,70,"[""ground""]",grassland,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":85},{""name"":""attack"",""baseStat"":76},{""name"":""defense"",""baseStat"":64},{""name"":""special-attack"",""baseStat"":45},{""name"":""special-defense"",""baseStat"":55},{""name"":""speed"",""baseStat"":90}]","[{""name"":""normal""}]","[{""name"":""run-away"",""isHidden"":false},{""name"":""keen-eye"",""isHidden"":false},{""name"":""frisk"",""isHidden"":true}]","[""It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter."",""There is no tell­ ing where the tail begins. Despite its short legs, it is quick at hunt­ ing RATTATA."",""It lives in narrow burrows that fit its slim body. The deeper the nests go, the more maze­ like they become."",""FURRET has a very slim build. When under attack, it can slickly squirm through narrow spaces and get away. In spite of its short limbs, this POKéMON is very nimble and fleet."",""The mother puts its offspring to sleep by curling up around them. It corners foes with speed.""]",82,Long Body Pokémon,162,Generation II
163,hoothoot,7,212,52,50,"[""flying""]",forest,,medium,false,false,wings,"[{""name"":""hp"",""baseStat"":60},{""name"":""attack"",""baseStat"":30},{""name"":""defense"",""baseStat"":30},{""name"":""special-attack"",""baseStat"":36},{""name"":""special-defense"",""baseStat"":56},{""name"":""speed"",""baseStat"":50}]","[{""name"":""normal""},{""name"":""flying""}]","[{""name"":""insomnia"",""isHidden"":false},{""name"":""keen-eye"",""isHidden"":false},{""name"":""tinted-lens"",""isHidden"":true}]","[""It always stands on one foot. It changes feet so fast, the movement can rarely be seen."",""It has a perfect sense of time. Whatever happens, it keeps rhythm by precisely tilting its head in time."",""It begins to hoot at the same time every day. Some trainers use them in place of clocks."",""HOOTHOOT has an internal organ that senses and tracks the earth’s rotation. Using this special organ, this POKéMON begins hooting at precisely the same time every day."",""It always stands on one foot. Even when attacked, it does not brace itself using both feet."",""It switches its standing foot so quickly, it can’t be seen. It cries at the same time every day."",""It marks time precisely. Some countries consider it to be a wise friend, versed in the world’s ways."",""Every day, it tilts its head in the same rhythm. A long time ago, people raised these Pokémon to serve as clocks."",""It cries out at the same time every day. A long time ago, people cherished it and considered it a divine messenger sent to tell the time.""]",83,Owl Pokémon,163,Generation II
164,noctowl,16,408,158,50,"[""flying""]",forest,,medium,false,false,wings,"[{""name"":""hp"",""baseStat"":100},{""name"":""attack"",""baseStat"":50},{""name"":""defense"",""baseStat"":50},{""name"":""special-attack"",""baseStat"":86},{""name"":""special-defense"",""baseStat"":96},{""name"":""speed"",""baseStat"":70}]","[{""name"":""normal""},{""name"":""flying""}]","[{""name"":""insomnia"",""isHidden"":false},{""name"":""keen-eye"",""isHidden"":false},{""name"":""tinted-lens"",""isHidden"":true}]","[""Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark."",""When it needs to think, it rotates its head 180 de­ grees to sharpen its intellectual power."",""Its extremely soft feathers make no sound in flight. It silently sneaks up on prey without being detected."",""NOCTOWL never fails at catching prey in darkness. This POKéMON owes its success to its superior vision that allows it to see in minimal light, and to its soft, supple wings that make no sound in flight."",""It unfailingly catches prey in darkness. NOCTOWL owe their success to superior vision that allows them to see in minimal light, and to their supple and silent wings."",""Its eyes are special. They can pick out objects as long as there is the tiniest amount of light."",""If it flips its head upside down, it’s a sign that it is engaged in very complex thinking."",""Its eyes are specially developed to enable it to see clearly even in murky darkness and minimal light."",""With eyes that can see in pitch-darkness, it never lets its prey escape. Some even call it “the emperor of dark nights.”"",""When it turns its head entirely upside down, you know it’s troubled by something. If you don’t leave it be, it will peck you.""]",83,Owl Pokémon,164,Generation II
165,ledyba,10,108,53,70,"[""bug""]",forest,,fast,false,false,wings,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":20},{""name"":""defense"",""baseStat"":30},{""name"":""special-attack"",""baseStat"":40},{""name"":""special-defense"",""baseStat"":80},{""name"":""speed"",""baseStat"":55}]","[{""name"":""bug""},{""name"":""flying""}]","[{""name"":""swarm"",""isHidden"":false},{""name"":""early-bird"",""isHidden"":false},{""name"":""rattled"",""isHidden"":true}]","[""It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group."",""When the weather turns cold, lots of LEDYBA gather from everywhere to cluster and keep each other warm."",""It is timid and clusters together with others. The fluid secreted by its feet indicates its location."",""LEDYBA secretes an aromatic fluid from where its legs join its body. This fluid is used for communicating with others. This POKéMON conveys its feelings to others by altering the fluid’s scent."",""LEDYBA communicate using a fluid that they secrete from where the legs join the body. They are said to convey feelings to others by altering the fluid’s scent."",""It is so timid, it can’t move if it isn’t with a swarm of others. It conveys its feelings with scent."",""They are timid and grow uneasy when not in a swarm with others of their kind. The pattern on their backs differs slightly from one to another."",""They communicate with one another using bodily fluids that give off odors. When they’re angry, their odor smells sour."",""This Pokémon is very sensitive to cold. In the warmth of Alola, it appears quite lively."",""These very cowardly Pokémon join together and use Reflect to protect their nest.""]",84,Five Star Pokémon,165,Generation II
166,ledian,14,356,137,70,"[""bug""]",forest,,fast,false,false,wings,"[{""name"":""hp"",""baseStat"":55},{""name"":""attack"",""baseStat"":35},{""name"":""defense"",""baseStat"":50},{""name"":""special-attack"",""baseStat"":55},{""name"":""special-defense"",""baseStat"":110},{""name"":""speed"",""baseStat"":85}]","[{""name"":""bug""},{""name"":""flying""}]","[{""name"":""swarm"",""isHidden"":false},{""name"":""early-bird"",""isHidden"":false},{""name"":""iron-fist"",""isHidden"":true}]","[""When the stars flicker in the night sky, it flutters about, scattering a glowing powder."",""The star patterns on its back grow larger or smaller depending on the number of stars in the night sky."",""In the daytime when it gets warm, it curls up inside a big leaf and drifts off into a deep slumber."",""It is said that in lands with clean air, where the stars fill the sky, there live LEDIAN in countless numbers. There is a good reason for this - the POKéMON uses the light of the stars as its energy."",""It uses starlight as energy. When more stars appear at night, the patterns on its back grow larger."",""While it’s believed that starlight provides it with energy, this Pokémon also loves to eat berries. In the daytime, it curls up in the grass to sleep."",""In battle, it throws punches with all four arms. The power of each individual blow is piddly, so it aims to win by quantity rather than quality."",""It’s said that the patterns on its back are related to the stars in the night sky, but the details of that relationship remain unclear."",""It flies through the night sky, sprinkling sparkly dust. According to some, if that dust sticks to you, good things will happen to you.""]",84,Five Star Pokémon,166,Generation II
167,spinarak,5,85,50,70,"[""bug""]",forest,,fast,false,false,armor,"[{""name"":""hp"",""baseStat"":40},{""name"":""attack"",""baseStat"":60},{""name"":""defense"",""baseStat"":40},{""name"":""special-attack"",""baseStat"":40},{""name"":""special-defense"",""baseStat"":40},{""name"":""speed"",""baseStat"":30}]","[{""name"":""bug""},{""name"":""poison""}]","[{""name"":""swarm"",""isHidden"":false},{""name"":""insomnia"",""isHidden"":false},{""name"":""sniper"",""isHidden"":true}]","[""It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close."",""It spins a web using fine--but durable--thread. It then waits pa­ tiently for prey to be trapped."",""If prey becomes ensnared in its nest of spun string, it waits motionlessly until it becomes dark."",""The web spun by SPINARAK can be considered its second nervous system. It is said that this POKéMON can determine what kind of prey is touching its web just by the tiny vibrations it feels through the web’s strands."",""The web it spins can be considered its second nervous system. It is said that a SPINARAK determines its prey by the tiny vibrations it feels through the web."",""It sets a trap by spinning a web with thin but strong silk. It waits motionlessly for prey to arrive."",""It waits intently until its preferred prey, Cutiefly, gets caught in its web. In fact, it’s quite a patient Pokémon."",""Some fishermen weave its sturdy thread into nets to catch fish Pokémon."",""With threads from its mouth, it fashions sturdy webs that won’t break even if you set a rock on them."",""Although the poison from its fangs isn’t that strong, it’s potent enough to weaken prey that gets caught in its web.""]",85,String Spit Pokémon,167,Generation II
168,ariados,11,335,140,70,"[""bug""]",forest,,fast,false,false,armor,"[{""name"":""hp"",""baseStat"":70},{""name"":""attack"",""baseStat"":90},{""name"":""defense"",""baseStat"":70},{""name"":""special-attack"",""baseStat"":60},{""name"":""special-defense"",""baseStat"":70},{""name"":""speed"",""baseStat"":40}]","[{""name"":""bug""},{""name"":""poison""}]","[{""name"":""swarm"",""isHidden"":false},{""name"":""insomnia"",""isHidden"":false},{""name"":""sniper"",""isHidden"":true}]","[""It spins string not only from its rear but also from its mouth. It is hard to tell which end is which."",""A single strand of a special string is endlessly spun out of its rear. The string leads back to its nest."",""Rather than mak­ ing a nest in one specific spot, it wanders in search of food after darkness falls."",""ARIADOS’s feet are tipped with tiny hooked claws that enable it to scuttle on ceilings and vertical walls. This POKéMON constricts the foe with thin and strong silk webbing."",""It attaches silk to its prey and sets it free. Later, it tracks the silk to the prey and its friends."",""There are some areas where people use the string Ariados spins for their own weaving. The resulting cloth is popular for its strength."",""It spins thread from both its rear and its mouth. Then it wraps its prey up in thread and sips their bodily fluids at its leisure."",""Every night, it wanders around in search of prey, whose movements it restrains by spewing threads before it bites into them with its fangs."",""It spews threads from its mouth to catch its prey. When night falls, it leaves its web to go hunt aggressively.""]",85,Long Leg Pokémon,168,Generation II
169,crobat,18,750,268,50,"[""flying""]",cave,,medium,false,false,bug-wings,"[{""name"":""hp"",""baseStat"":85},{""name"":""attack"",""baseStat"":90},{""name"":""defense"",""baseStat"":80},{""name"":""special-attack"",""baseStat"":70},{""name"":""special-defense"",""baseStat"":80},{""name"":""speed"",""baseStat"":130}]","[{""name"":""poison""},{""name"":""flying""}]","[{""name"":""inner-focus"",""isHidden"":false},{""name"":""infiltrator"",""isHidden"":true}]","[""It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby."",""The development of wings on its legs enables it to fly fast but also makes it tough to stop and rest."",""As a result of its pursuit of faster, yet more silent flight, a new set of wings grew on its hind legs."",""If this POKéMON is flying by fluttering only a pair of wings on either the forelegs or hind legs, it’s proof that CROBAT has been flying a long distance. It switches the wings it uses if it is tired."",""CROBAT sneaks up on its intended prey using wings that barely make a sound. This POKéMON rests by hanging on a tree branch with its rear legs that serve as wings."",""Over the course of evolution, its hind legs turned into wings. By alternately resting its front and rear wings, it can fly all day without having to stop."",""Having four wings enables it to fly faster and more quietly. It turns active when the night comes."",""A Pokémon that gained vastly enhanced flying performance by having its legs turn into wings."",""The transformation of its legs into wings made it better at flying, but more clumsy at walking."",""Having four wings allows it to fly more quickly and quietly so it can sneak up on prey without its noticing."",""Both its legs became wings, and as a result, it can’t move well on the ground. All it can do is crawl around."",""Silent and swift in its four-winged flight, it bites down on its prey before they realize what’s happening. In a heartbeat, it drains their blood."",""Its fangs are so sharp, if it bites you in the dark and sucks your blood, you won’t notice any pain or realize you’ve been bitten."",""It feeds on the blood of living people and Pokémon. If it can’t drink any blood for even a short while, it becomes weak and unable to fly."",""Both of its legs have turned into wings. Without a sound, Crobat flies swiftly toward its prey and sinks its fangs into the nape of its target’s neck."",""This Pokémon flaps its four wings skillfully. Crobat can fly through cramped caves without needing to slow down."",""Its hind limbs have become another set of wings. Crobat expertly maneuvers its four wings to dart in exquisite fashion through even the most confined caves without losing any speed.""]",17,Bat Pokémon,169,Generation II
170,chinchou,5,120,66,50,"[""water2""]",sea,,slow,false,false,fish,"[{""name"":""hp"",""baseStat"":75},{""name"":""attack"",""baseStat"":38},{""name"":""defense"",""baseStat"":38},{""name"":""special-attack"",""baseStat"":56},{""name"":""special-defense"",""baseStat"":56},{""name"":""speed"",""baseStat"":67}]","[{""name"":""water""},{""name"":""electric""}]","[{""name"":""volt-absorb"",""isHidden"":false},{""name"":""illuminate"",""isHidden"":false},{""name"":""water-absorb"",""isHidden"":true}]","[""Chinchou blink their shining antennae at one another to claim their respective turf."",""It shoots positive and negative elec­ tricity between the tips of its two antennae and zaps its enemies."",""On the dark ocean floor, its only means of communi­ cation is its constantly flash­ ing lights."",""Its antennae, whi­ ch evolved from a fin, have both po­ sitive and neg­ ative charges flo­ wing through them."",""CHINCHOU lets loose positive and negative electrical charges from its two antennas to make its prey faint. This POKéMON flashes its electric lights to exchange signals with others."",""CHINCHOU’s two antennas are filled with cells that generate strong electricity. This POKéMON’s cells create so much electrical power, it even makes itself tingle slightly."",""When it senses danger, it discharges positive and negative electricity from its two antennae. It lives in depths beyond sunlight’s reach."",""It discharges positive and negative electricity from its antenna tips to shock its foes."",""Its two antennae were originally fins. It discharges electricity to stun its prey before attacking."",""It lives in the depths beyond the reach of sunlight. It flashes lights on its antennae to communicate with others of its kind."",""Its two antennae glow softly to lure in prey, making it a useful Pokémon for night fishing.""]",86,Angler Pokémon,170,Generation II
171,lanturn,12,225,161,50,"[""water2""]",sea,,slow,false,false,fish,"[{""name"":""hp"",""baseStat"":125},{""name"":""attack"",""baseStat"":58},{""name"":""defense"",""baseStat"":58},{""name"":""special-attack"",""baseStat"":76},{""name"":""special-defense"",""baseStat"":76},{""name"":""speed"",""baseStat"":67}]","[{""name"":""water""},{""name"":""electric""}]","[{""name"":""volt-absorb"",""isHidden"":false},{""name"":""illuminate"",""isHidden"":false},{""name"":""water-absorb"",""isHidden"":true}]","[""The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles."",""It blinds prey with an intense burst of light, then swallows the immobilized prey in a single gulp."",""This POKéMON uses the bright part of its body, which changed from a dorsal fin, to lure prey."",""LANTURN is nicknamed “the deep-sea star” for its illuminated antenna. This POKéMON produces light by causing a chemical reaction between bacteria and its bodily fluids inside the antenna."",""LANTURN is known to emit light. If you peer down into the dark sea from a ship at night, you can sometimes see this POKéMON’s light rising from the depths where it swims. It gives the sea an appearance of a starlit night."",""The light-emitting orbs on its back are very bright. They are formed from a part of its dorsal fin. This POKéMON illuminates the inky darkness of deep seas."",""LANTURN’s light can shine up from great depths. It is nicknamed “The Deep-Sea Star.”"",""It blinds prey with an intense burst of light. With the prey incapacitated, the Pokémon swallows it in a single gulp."",""Should you peer into the ocean at night and see a light shining like the stars, that is Lanturn."",""This Pokémon flashes a bright light that blinds its prey. This creates an opening for it to deliver an electrical attack."",""When the bacteria living inside its antennae absorb Lanturn’s bodily fluids, a strong luminescent effect is produced."",""It lives far down in the depths of the ocean. It blinds its prey with light, using the moment they’re dazzled to swallow them whole.""]",86,Light Pokémon,171,Generation II
172,pichu,3,20,41,50,"[""no-eggs""]",forest,,medium,false,false,quadruped,"[{""name"":""hp"",""baseStat"":20},{""name"":""attack"",""baseStat"":40},{""name"":""defense"",""baseStat"":15},{""name"":""special-attack"",""baseStat"":35},{""name"":""special-defense"",""baseStat"":35},{""name"":""speed"",""baseStat"":60}]","[{""name"":""electric""}]","[{""name"":""static"",""isHidden"":false},{""name"":""lightning-rod"",""isHidden"":true}]","[""It is not yet skilled at storing electricity. It may send out a jolt if amused or startled."",""Despite its small size, it can zap even adult humans. However, if it does so, it also surprises itself."",""It is unskilled at storing electric power. Any kind of shock causes it to discharge energy spontaneously."",""PICHU charges itself with electricity more easily on days with thunderclouds or when the air is very dry. You can hear the crackling of static electricity coming off this POKéMON."",""When PICHU plays with others, it may short out electricity with another PICHU, creating a shower of sparks. In that event, this POKéMON will begin crying, startled by the flash of sparks."",""It is still inept at retaining electricity. When it is startled, it discharges power accidentally. It gets better at holding power as it grows older."",""The electric pouches on its cheeks are still small. They cannot store much electricity yet."",""It plays with others by touching tails and setting off sparks. This appears to be a test of courage."",""The electric sacs in its cheeks are small. If even a little electricity leaks, it becomes shocked."",""It is not yet skilled at controlling electricity. If you take your eyes off it, it may shock itself."",""Despite this Pokémon’s cute appearance, those who want to live with one should prepare to be on the receiving end of its electric jolts."",""It still can’t use electricity well. When it’s surprised or excited, it discharges electricity unintentionally."",""It has electric sacs in its cheeks. When they’re fully charged, Pichu plays very energetically."",""Pichu stores electricity in the sacs on its cheeks but discharges it inadvertently when agitated or excited. Being yet immature, the Pokémon's handling of electricity is rather inept.""]",10,Tiny Mouse Pokémon,172,Generation II
173,cleffa,3,30,44,140,"[""no-eggs""]",mountain,,fast,false,false,upright,"[{""name"":""hp"",""baseStat"":50},{""name"":""attack"",""baseStat"":25},{""name"":""defense"",""baseStat"":28},{""name"":""special-attack"",""baseStat"":45},{""name"":""special-defense"",""baseStat"":55},{""name"":""speed"",""baseStat"":15}]","[{""name"":""fairy""}]","[{""name"":""cute-charm"",""isHidden"":false},{""name"":""magic-guard"",""isHidden"":false},{""name"":""friend-guard"",""isHidden"":true}]","[""Because of its unusual, star-like silhouette, people believe that it came here on a meteor."",""When numerous me­ teors illuminate the night sky, sightings of CLEFFA strangely increase."",""If the impact site of a meteorite is found, this POKéMON is certain to be within the immediate area."",""On nights with many shooting stars, CLEFFA can be seen dancing in a ring. They dance through the night and stop only at the break of day, when these POKéMON quench their thirst with the morning dew."",""Its silhouette is like a star. It is believed to arrive riding on shooting stars."",""Many appear when the night skies are filled with shooting stars. They disappear with sunrise."",""It is often seen when shooting stars fill the night skies. It’s said to arrive riding on a shooting star."",""According to local rumors, Cleffa are often seen in places where shooting stars have fallen."",""On nights with many shooting stars, they gather in packs and dance in circles. If you should see them, something good will happen!"",""On late nights illuminated by shooting stars, it gazes intently skyward, as if thinking of its home."",""Because of its silhouette, it’s believed to be a star reborn. For some reason, it loves Minior."",""Said to have ridden here on a shooting star, Cleffa seem to appear in places where meteorites have struck in the past."",""In silhouette, they resemble twinkling starlight. When shooting stars rain from the night sky, Cleffa gather in numbers and dance as though they are indeed incarnations of the stars.""]",14,Star Shape Pokémon,173,Generation II
